Date,PM2.5 AQI Value,Main Pollutant,Site Name,Site ID,Source
3/10/21,83,,Southwestern H.S.,26-163-0015,AQS
3/11/21,59,,Southwestern H.S.,26-163-0015,AQS
3/12/21,40,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
3/13/21,31,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/14/21,35,,ELIZA-NR,26-163-0093,AQS
3/15/21,30,,ELIZA-NR,26-163-0093,AQS
3/16/21,51,,ELIZA-NR,26-163-0093,AQS
3/17/21,71,,Allen Park,26-163-0001,AQS
3/18/21,33,,ELIZA-NR,26-163-0093,AQS
3/19/21,35,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
3/20/21,56,,Port Huron,26-147-0005,AQS
3/21/21,56,,ELIZA-NR,26-163-0093,AQS
3/22/21,58,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
3/23/21,51,,ELIZA-NR,26-163-0093,AQS
3/24/21,43,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/25/21,47,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
3/26/21,25,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/27/21,55,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
3/28/21,35,,ELIZA-NR,26-163-0093,AQS
3/29/21,34,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
3/30/21,56,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/31/21,37,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/1/21,28,,ELIZA-NR,26-163-0093,AQS
4/2/21,35,,ELIZA-NR,26-163-0093,AQS
4/3/21,66,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/4/21,87,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
4/5/21,72,,ELIZA-NR,26-163-0093,AQS
4/6/21,85,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/7/21,93,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/8/21,64,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/9/21,54,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/10/21,55,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/11/21,25,,ELIZA-NR,26-163-0093,AQS
4/12/21,38,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/13/21,44,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
4/14/21,50,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/15/21,28,,ELIZA-NR,26-163-0093,AQS
4/16/21,30,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/17/21,39,,Allen Park,26-163-0001,AQS
4/18/21,52,,ELIZA-NR,26-163-0093,AQS
