Date,PM2.5AQI Value,Main Pollutant,Site Name,Site ID,Source
6/22/04,43,,,26-163-0016,AQS
6/23/04,58,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/24/04,41,,Allen Park,26-163-0001,AQS
6/25/04,40,,Allen Park,26-163-0001,AQS
6/26/04,45,,Allen Park,26-163-0001,AQS
6/27/04,34,,,26-163-0016,AQS
6/28/04,34,,Allen Park,26-163-0001,AQS
6/29/04,54,,Southwestern H.S.,26-163-0015,AQS
6/30/04,56,,,26-163-0016,AQS
7/1/04,61,,Allen Park,26-163-0001,AQS
7/2/04,59,,,26-163-9901,AQS
7/3/04,59,,Allen Park,26-163-0001,AQS
7/4/04,72,,,26-163-0016,AQS
7/5/04,45,,Southwestern H.S.,26-163-0015,AQS
7/6/04,52,,,26-163-0016,AQS
7/7/04,35,,Allen Park,26-163-0001,AQS
7/8/04,41,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/9/04,40,,Allen Park,26-163-0001,AQS
7/10/04,64,,Allen Park,26-163-0001,AQS
7/11/04,80,,Oak Park,26-125-0001,AQS
7/12/04,65,,Allen Park,26-163-0001,AQS
7/13/04,78,,,26-163-0016,AQS
7/14/04,34,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/15/04,57,,Allen Park,26-163-0001,AQS
7/16/04,63,,Allen Park,26-163-0001,AQS
7/17/04,62,,Allen Park,26-163-0001,AQS
7/18/04,60,,Allen Park,26-163-0001,AQS
7/19/04,64,,Allen Park,26-163-0001,AQS
7/20/04,132,,,26-163-9901,AQS
7/21/04,105,,Allen Park,26-163-0001,AQS
7/22/04,46,,Allen Park,26-163-0001,AQS
7/23/04,21,,Allen Park,26-163-0001,AQS
7/24/04,29,,Allen Park,26-163-0001,AQS
7/25/04,33,,Allen Park,26-163-0001,AQS
7/26/04,52,,Allen Park,26-163-0001,AQS
7/27/04,36,,Allen Park,26-163-0001,AQS
7/28/04,59,,Allen Park,26-163-0001,AQS
7/29/04,81,,Port Huron,26-147-0005,AQS
7/30/04,111,,Allen Park,26-163-0001,AQS
7/31/04,75,,,26-163-0016,AQS
8/1/04,65,,,26-163-9901,AQS
8/2/04,70,,Allen Park,26-163-0001,AQS
8/4/04,45,,92 FEET FROM WHE STREET,26-163-0036,AQS
8/5/04,25,,Allen Park,26-163-0001,AQS
8/6/04,22,,Allen Park,26-163-0001,AQS
8/7/04,52,,,26-163-9901,AQS
8/8/04,52,,,26-163-0016,AQS
8/9/04,83,,,26-163-0016,AQS
8/10/04,61,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/11/04,28,,Allen Park,26-163-0001,AQS
8/12/04,21,,Allen Park,26-163-0001,AQS
8/13/04,48,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/14/04,54,,Allen Park,26-163-0001,AQS
8/15/04,59,,Allen Park,26-163-0001,AQS
8/16/04,81,,Southwestern H.S.,26-163-0015,AQS
8/17/04,79,,Allen Park,26-163-0001,AQS
8/18/04,91,,Allen Park,26-163-0001,AQS
8/19/04,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/20/04,45,,Allen Park,26-163-0001,AQS
8/21/04,33,,Allen Park,26-163-0001,AQS
8/22/04,74,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/23/04,68,,Allen Park,26-163-0001,AQS
8/24/04,79,,Allen Park,26-163-0001,AQS
8/25/04,82,,Southwestern H.S.,26-163-0015,AQS
8/26/04,55,,Allen Park,26-163-0001,AQS
8/27/04,74,,,26-163-0016,AQS
8/28/04,52,,East 7 Mile,26-163-0019,AQS
8/29/04,26,,Allen Park,26-163-0001,AQS
8/30/04,40,,Allen Park,26-163-0001,AQS
8/31/04,66,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/1/04,54,,Allen Park,26-163-0001,AQS
9/2/04,50,,Allen Park,26-163-0001,AQS
9/3/04,99,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/4/04,108,,,26-163-0016,AQS
9/5/04,115,,,26-163-0016,AQS
9/6/04,81,,New Haven,26-099-0009,AQS
9/7/04,31,,Allen Park,26-163-0001,AQS
9/8/04,34,,Allen Park,26-163-0001,AQS
9/9/04,27,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/10/04,54,,Allen Park,26-163-0001,AQS
9/11/04,71,,Allen Park,26-163-0001,AQS
9/12/04,92,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/13/04,86,,,26-163-0016,AQS
9/14/04,111,,,26-163-0016,AQS
9/15/04,104,,Port Huron,26-147-0005,AQS
9/16/04,53,,Allen Park,26-163-0001,AQS
9/17/04,22,,Allen Park,26-163-0001,AQS
9/18/04,77,,,26-163-9901,AQS
9/19/04,33,,Allen Park,26-163-0001,AQS
9/20/04,29,,,26-163-0016,AQS
9/21/04,67,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/22/04,83,,,26-163-0016,AQS
9/23/04,88,,Allen Park,26-163-0001,AQS
9/24/04,151,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/25/04,30,,Allen Park,26-163-0001,AQS
9/26/04,33,,Allen Park,26-163-0001,AQS
9/27/04,66,,Southwestern H.S.,26-163-0015,AQS
9/28/04,34,,,26-163-0016,AQS
9/29/04,25,,,26-163-0016,AQS
9/30/04,59,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/1/04,67,,,26-163-0016,AQS
10/2/04,38,,,26-163-0016,AQS
10/3/04,55,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/4/04,21,,Allen Park,26-163-0001,AQS
10/5/04,27,,Allen Park,26-163-0001,AQS
10/6/04,113,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/7/04,61,,,26-163-0016,AQS
10/8/04,80,,,26-163-0016,AQS
10/9/04,53,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/10/04,25,,Allen Park,26-163-0001,AQS
10/11/04,35,,Allen Park,26-163-0001,AQS
10/12/04,71,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/13/04,67,,Allen Park,26-163-0001,AQS
10/14/04,67,,Allen Park,26-163-0001,AQS
10/15/04,91,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/16/04,27,,Allen Park,26-163-0001,AQS
10/17/04,23,,Allen Park,26-163-0001,AQS
10/18/04,35,,Allen Park,26-163-0001,AQS
10/19/04,54,,,26-163-0016,AQS
10/20/04,68,,Allen Park,26-163-0001,AQS
10/21/04,39,,Southwestern H.S.,26-163-0015,AQS
10/22/04,36,,,26-163-0016,AQS
10/23/04,61,,Allen Park,26-163-0001,AQS
10/24/04,52,,Southwestern H.S.,26-163-0015,AQS
10/25/04,62,,,26-163-0016,AQS
10/26/04,99,,,26-163-0016,AQS
10/27/04,94,,Southwestern H.S.,26-163-0015,AQS
10/28/04,50,,Allen Park,26-163-0001,AQS
10/29/04,81,,,26-163-0016,AQS
10/30/04,59,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/31/04,16,,Allen Park,26-163-0001,AQS
11/1/04,22,,,26-163-0016,AQS
11/2/04,50,,92 FEET FROM WHE STREET,26-163-0036,AQS
11/3/04,26,,Allen Park,26-163-0001,AQS
11/4/04,30,,Allen Park,26-163-0001,AQS
11/5/04,57,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/6/04,38,,Allen Park,26-163-0001,AQS
11/7/04,31,,Allen Park,26-163-0001,AQS
11/8/04,23,,Allen Park,26-163-0001,AQS
11/9/04,32,,Allen Park,26-163-0001,AQS
11/10/04,53,,,26-163-0016,AQS
11/11/04,81,,,26-163-9901,AQS
11/12/04,29,,Allen Park,26-163-0001,AQS
11/13/04,40,,Allen Park,26-163-0001,AQS
11/14/04,80,,Allen Park,26-163-0001,AQS
11/15/04,88,,,26-163-0016,AQS
11/16/04,88,,,26-163-0016,AQS
11/17/04,115,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/18/04,67,,Allen Park,26-163-0001,AQS
11/19/04,66,,,26-163-0016,AQS
11/20/04,68,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/21/04,41,,Allen Park,26-163-0001,AQS
11/22/04,69,,,26-163-0016,AQS
11/23/04,83,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/24/04,39,,Allen Park,26-163-0001,AQS
11/25/04,11,,Allen Park,26-163-0001,AQS
11/26/04,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/27/04,26,,,26-163-0016,AQS
11/28/04,58,,,26-163-0016,AQS
11/29/04,67,,,26-163-0016,AQS
11/30/04,67,,Allen Park,26-163-0001,AQS
12/1/04,31,,,26-163-0016,AQS
12/2/04,89,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/3/04,35,,Allen Park,26-163-0001,AQS
12/4/04,61,,,26-163-0016,AQS
12/5/04,43,,Allen Park,26-163-0001,AQS
12/6/04,45,,,26-163-0016,AQS
12/7/04,23,,Allen Park,26-163-0001,AQS
12/8/04,52,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/9/04,60,,Allen Park,26-163-0001,AQS
12/10/04,48,,,26-163-0016,AQS
12/11/04,27,,Allen Park,26-163-0001,AQS
12/12/04,40,,,26-163-0016,AQS
12/13/04,35,,Allen Park,26-163-0001,AQS
12/14/04,20,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/15/04,44,,,26-163-0016,AQS
12/16/04,57,,,26-163-0016,AQS
12/17/04,52,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/18/04,72,,,26-163-0016,AQS
12/20/04,43,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/21/04,44,,,26-163-0016,AQS
12/22/04,45,,,26-163-0016,AQS
12/23/04,46,,,26-163-9901,AQS
12/24/04,50,,Allen Park,26-163-0001,AQS
12/25/04,65,,Port Huron,26-147-0005,AQS
12/26/04,85,,Allen Park,26-163-0001,AQS
12/27/04,84,,Allen Park,26-163-0001,AQS
12/28/04,86,,,26-163-0016,AQS
12/29/04,115,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/30/04,104,,Allen Park,26-163-0001,AQS
12/31/04,57,,Allen Park,26-163-0001,AQS
1/1/05,37,,Allen Park,26-163-0001,AQS
1/2/05,53,,,26-163-0016,AQS
1/3/05,59,,Allen Park,26-163-0001,AQS
1/4/05,54,,Allen Park,26-163-0001,AQS
1/5/05,34,,Allen Park,26-163-0001,AQS
1/6/05,62,,,26-163-0016,AQS
1/7/05,82,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/8/05,79,,Allen Park,26-163-0001,AQS
1/9/05,81,,Allen Park,26-163-0001,AQS
1/10/05,67,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/11/05,57,,Allen Park,26-163-0001,AQS
1/12/05,63,,Allen Park,26-163-0001,AQS
1/13/05,58,,Southwestern H.S.,26-163-0015,AQS
1/14/05,33,,Allen Park,26-163-0001,AQS
1/15/05,34,,Allen Park,26-163-0001,AQS
1/16/05,55,,,26-163-9901,AQS
1/17/05,41,,Allen Park,26-163-0001,AQS
1/18/05,43,,,26-163-0016,AQS
1/19/05,68,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/20/05,34,,Allen Park,26-163-0001,AQS
1/21/05,33,,Allen Park,26-163-0001,AQS
1/22/05,58,,,26-163-0016,AQS
1/23/05,25,,Allen Park,26-163-0001,AQS
1/24/05,63,,,26-163-0016,AQS
1/25/05,148,,East 7 Mile,26-163-0019,AQS
1/26/05,57,,Allen Park,26-163-0001,AQS
1/27/05,56,,Allen Park,26-163-0001,AQS
1/28/05,116,,East 7 Mile,26-163-0019,AQS
1/29/05,79,,,26-163-0016,AQS
1/30/05,84,,Allen Park,26-163-0001,AQS
1/31/05,108,,,26-163-0016,AQS
2/1/05,151,,Allen Park,26-163-0001,AQS
2/2/05,141,,,26-163-0016,AQS
2/3/05,161,,,26-163-0016,AQS
2/4/05,161,,,26-163-0016,AQS
2/5/05,164,,Allen Park,26-163-0001,AQS
2/6/05,157,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
2/7/05,100,,,26-163-0016,AQS
2/8/05,56,,Allen Park,26-163-0001,AQS
2/9/05,51,,Allen Park,26-163-0001,AQS
2/10/05,32,,Allen Park,26-163-0001,AQS
2/11/05,74,,Allen Park,26-163-0001,AQS
2/12/05,66,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/13/05,38,,Allen Park,26-163-0001,AQS
2/14/05,45,,,26-163-0016,AQS
2/15/05,83,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/16/05,43,,Allen Park,26-163-0001,AQS
2/17/05,38,,Allen Park,26-163-0001,AQS
2/18/05,32,,Allen Park,26-163-0001,AQS
2/19/05,58,,Allen Park,26-163-0001,AQS
2/20/05,62,,Allen Park,26-163-0001,AQS
2/21/05,60,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/22/05,69,,,26-163-0016,AQS
2/23/05,34,,Allen Park,26-163-0001,AQS
2/24/05,75,,Port Huron,26-147-0005,AQS
2/25/05,76,,,26-163-0016,AQS
2/26/05,39,,Allen Park,26-163-0001,AQS
2/27/05,59,,Oak Park,26-125-0001,AQS
2/28/05,75,,,26-163-0016,AQS
3/1/05,50,,,26-163-0016,AQS
3/2/05,33,,Allen Park,26-163-0001,AQS
3/3/05,34,,Allen Park,26-163-0001,AQS
3/4/05,83,,,26-163-0016,AQS
3/5/05,148,,,26-163-0016,AQS
3/6/05,71,,Allen Park,26-163-0001,AQS
3/7/05,58,,Allen Park,26-163-0001,AQS
3/8/05,27,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/9/05,28,,Allen Park,26-163-0001,AQS
3/10/05,55,,Allen Park,26-163-0001,AQS
3/11/05,69,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/12/05,43,,,26-163-0016,AQS
3/13/05,28,,,26-163-0016,AQS
3/14/05,66,,Port Huron,26-147-0005,AQS
3/15/05,72,,Allen Park,26-163-0001,AQS
3/16/05,68,,Allen Park,26-163-0001,AQS
3/17/05,85,,Southwestern H.S.,26-163-0015,AQS
3/18/05,76,,Allen Park,26-163-0001,AQS
3/19/05,98,,,26-163-0016,AQS
3/20/05,100,,,26-163-0016,AQS
3/21/05,45,,Allen Park,26-163-0001,AQS
3/22/05,57,,,26-163-0016,AQS
3/23/05,49,,,26-163-9901,AQS
3/24/05,59,,,26-163-0016,AQS
3/25/05,48,,Allen Park,26-163-0001,AQS
3/26/05,60,,Allen Park,26-163-0001,AQS
3/27/05,76,,Allen Park,26-163-0001,AQS
3/28/05,86,,Allen Park,26-163-0001,AQS
3/29/05,93,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/30/05,59,,Allen Park,26-163-0001,AQS
3/31/05,34,,,26-163-0016,AQS
4/1/05,33,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/2/05,17,,Allen Park,26-163-0001,AQS
4/3/05,12,,Allen Park,26-163-0001,AQS
4/4/05,35,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/5/05,53,,Allen Park,26-163-0001,AQS
4/6/05,69,,Allen Park,26-163-0001,AQS
4/7/05,83,,,26-163-0016,AQS
4/8/05,48,,,26-163-0016,AQS
4/9/05,39,,Allen Park,26-163-0001,AQS
4/10/05,58,,Port Huron,26-147-0005,AQS
4/11/05,29,,Allen Park,26-163-0001,AQS
4/12/05,17,,Allen Park,26-163-0001,AQS
4/13/05,36,,Allen Park,26-163-0001,AQS
4/14/05,30,,Allen Park,26-163-0001,AQS
4/15/05,34,,Allen Park,26-163-0001,AQS
4/16/05,59,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/17/05,74,,,26-163-0016,AQS
4/18/05,88,,,26-163-0016,AQS
4/19/05,97,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/20/05,62,,,26-163-0016,AQS
4/21/05,28,,Allen Park,26-163-0001,AQS
4/22/05,62,,Allen Park,26-163-0001,AQS
4/23/05,23,,Allen Park,26-163-0001,AQS
4/24/05,8,,Allen Park,26-163-0001,AQS
4/25/05,32,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/26/05,43,,Allen Park,26-163-0001,AQS
4/27/05,38,,Allen Park,26-163-0001,AQS
4/28/05,51,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/29/05,51,,Allen Park,26-163-0001,AQS
4/30/05,53,,Allen Park,26-163-0001,AQS
5/1/05,57,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/2/05,29,,Allen Park,26-163-0001,AQS
5/3/05,46,,Allen Park,26-163-0001,AQS
5/4/05,62,,Port Huron,26-147-0005,AQS
5/5/05,52,,Allen Park,26-163-0001,AQS
5/6/05,68,,,26-163-0016,AQS
5/7/05,91,,East 7 Mile,26-163-0019,AQS
5/8/05,111,,Allen Park,26-163-0001,AQS
5/9/05,74,,,26-163-0016,AQS
5/10/05,76,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/11/05,42,,,26-163-0016,AQS
5/12/05,27,,Allen Park,26-163-0001,AQS
5/13/05,48,,Port Huron,26-147-0005,AQS
5/14/05,58,,Allen Park,26-163-0001,AQS
5/15/05,17,,,26-163-0016,AQS
5/16/05,32,,92 FEET FROM WHE STREET,26-163-0036,AQS
5/17/05,45,,,26-163-0016,AQS
5/18/05,45,,,26-163-0016,AQS
5/19/05,58,,Newberry School,26-163-0038,AQS
5/20/05,45,,Allen Park,26-163-0001,AQS
5/21/05,60,,Allen Park,26-163-0001,AQS
5/22/05,78,,Allen Park,26-163-0001,AQS
5/23/05,61,,Allen Park,26-163-0001,AQS
5/24/05,17,,Allen Park,26-163-0001,AQS
5/25/05,39,,Allen Park,26-163-0001,AQS
5/26/05,49,,Allen Park,26-163-0001,AQS
5/27/05,46,,,26-163-0016,AQS
5/28/05,44,,Newberry School,26-163-0038,AQS
5/29/05,38,,,26-163-0016,AQS
5/30/05,38,,Allen Park,26-163-0001,AQS
5/31/05,69,,Southwestern H.S.,26-163-0015,AQS
6/1/05,56,,,26-163-0016,AQS
6/2/05,60,,,26-163-0016,AQS
6/3/05,64,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
6/4/05,72,,,26-163-0016,AQS
6/5/05,88,,Allen Park,26-163-0001,AQS
6/6/05,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/7/05,51,,,26-163-0016,AQS
6/8/05,88,,,26-163-0016,AQS
6/9/05,110,,,26-163-9901,AQS
6/10/05,80,,,26-163-0016,AQS
6/11/05,74,,,26-163-0016,AQS
6/12/05,80,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/13/05,70,,,26-163-0016,AQS
6/14/05,55,,Allen Park,26-163-0001,AQS
6/15/05,51,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/16/05,19,,Allen Park,26-163-0001,AQS
6/17/05,24,,,26-163-0016,AQS
6/18/05,25,,Allen Park,26-163-0001,AQS
6/19/05,28,,Allen Park,26-163-0001,AQS
6/20/05,47,,Allen Park,26-163-0001,AQS
6/21/05,77,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/22/05,49,,Allen Park,26-163-0001,AQS
6/23/05,57,,,26-163-0016,AQS
6/24/05,109,,,26-163-0016,AQS
6/25/05,100,,,26-163-0016,AQS
6/26/05,75,,Allen Park,26-163-0001,AQS
6/27/05,163,,New Haven,26-099-0009,AQS
6/28/05,107,,,26-163-0016,AQS
6/29/05,89,,,26-163-0016,AQS
6/30/05,70,,East 7 Mile,26-163-0019,AQS
7/1/05,31,,,26-163-0016,AQS
7/2/05,20,,Allen Park,26-163-0001,AQS
7/3/05,62,,,26-163-9901,AQS
7/4/05,109,,,26-163-0016,AQS
7/5/05,58,,Allen Park,26-163-0001,AQS
7/6/05,52,,Allen Park,26-163-0001,AQS
7/7/05,46,,Allen Park,26-163-0001,AQS
7/8/05,57,,Allen Park,26-163-0001,AQS
7/9/05,61,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/10/05,68,,Allen Park,26-163-0001,AQS
7/11/05,76,,Allen Park,26-163-0001,AQS
7/12/05,106,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
7/13/05,99,,Allen Park,26-163-0001,AQS
7/14/05,80,,,26-163-0016,AQS
7/15/05,94,,New Haven,26-099-0009,AQS
7/16/05,87,,Allen Park,26-163-0001,AQS
7/17/05,75,,,26-163-0016,AQS
7/18/05,95,,Port Huron,26-147-0005,AQS
7/19/05,45,,,26-163-0016,AQS
7/20/05,58,,,26-163-0016,AQS
7/21/05,54,,Port Huron,26-147-0005,AQS
7/22/05,41,,Allen Park,26-163-0001,AQS
7/23/05,31,,Allen Park,26-163-0001,AQS
7/24/05,73,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/25/05,59,,Allen Park,26-163-0001,AQS
7/26/05,64,,Allen Park,26-163-0001,AQS
7/27/05,38,,Southwestern H.S.,26-163-0015,AQS
7/28/05,50,,,26-163-0016,AQS
7/29/05,57,,Allen Park,26-163-0001,AQS
7/30/05,46,,Allen Park,26-163-0001,AQS
7/31/05,52,,Allen Park,26-163-0001,AQS
8/1/05,59,,,26-163-0016,AQS
8/2/05,88,,Southwestern H.S.,26-163-0015,AQS
8/3/05,117,,Allen Park,26-163-0001,AQS
8/4/05,87,,Allen Park,26-163-0001,AQS
8/5/05,53,,Allen Park,26-163-0001,AQS
8/6/05,58,,,26-163-0016,AQS
8/7/05,93,,Allen Park,26-163-0001,AQS
8/8/05,112,,Allen Park,26-163-0001,AQS
8/9/05,94,,,26-163-0016,AQS
8/10/05,98,,Allen Park,26-163-0001,AQS
8/11/05,59,,Allen Park,26-163-0001,AQS
8/12/05,66,,,26-163-0016,AQS
8/13/05,58,,,26-163-0016,AQS
8/14/05,54,,92 FEET FROM WHE STREET,26-163-0036,AQS
8/15/05,51,,,26-163-0016,AQS
8/16/05,64,,Allen Park,26-163-0001,AQS
8/17/05,68,,Allen Park,26-163-0001,AQS
8/18/05,72,,,26-163-0016,AQS
8/19/05,66,,Allen Park,26-163-0001,AQS
8/20/05,70,,Allen Park,26-163-0001,AQS
8/21/05,35,,,26-163-0016,AQS
8/22/05,18,,Allen Park,26-163-0001,AQS
8/23/05,26,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
8/24/05,41,,Allen Park,26-163-0001,AQS
8/25/05,51,,Allen Park,26-163-0001,AQS
8/26/05,99,,,26-163-9901,AQS
8/27/05,71,,Allen Park,26-163-0001,AQS
8/28/05,46,,,26-163-0016,AQS
8/29/05,59,,Newberry School,26-163-0038,AQS
8/30/05,85,,,26-163-0016,AQS
8/31/05,55,,Allen Park,26-163-0001,AQS
9/1/05,60,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/2/05,26,,Allen Park,26-163-0001,AQS
9/3/05,25,,Allen Park,26-163-0001,AQS
9/4/05,40,,Southwestern H.S.,26-163-0015,AQS
9/5/05,40,,,26-163-0016,AQS
9/6/05,70,,,26-163-0016,AQS
9/7/05,93,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/8/05,76,,Allen Park,26-163-0001,AQS
9/9/05,32,,Allen Park,26-163-0001,AQS
9/10/05,59,,Port Huron,26-147-0005,AQS
9/11/05,68,,,26-163-0016,AQS
9/12/05,105,,,26-163-0016,AQS
9/13/05,142,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/14/05,78,,,26-163-0016,AQS
9/15/05,30,,Allen Park,26-163-0001,AQS
9/16/05,33,,92 FEET FROM WHE STREET,26-163-0036,AQS
9/17/05,33,,,26-163-0016,AQS
9/18/05,58,,Allen Park,26-163-0001,AQS
9/19/05,101,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/20/05,34,,,26-163-0016,AQS
9/21/05,48,,,26-163-0016,AQS
9/22/05,74,,92 FEET FROM WHE STREET,26-163-0036,AQS
9/23/05,25,,Allen Park,26-163-0001,AQS
9/24/05,47,,Allen Park,26-163-0001,AQS
9/25/05,91,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/26/05,36,,Allen Park,26-163-0001,AQS
9/27/05,30,,Allen Park,26-163-0001,AQS
9/28/05,57,,Southwestern H.S.,26-163-0015,AQS
9/29/05,17,,Allen Park,26-163-0001,AQS
9/30/05,43,,,26-163-0016,AQS
10/1/05,76,,,26-163-9901,AQS
10/2/05,92,,Allen Park,26-163-0001,AQS
10/3/05,95,,Allen Park,26-163-0001,AQS
10/4/05,132,,Port Huron,26-147-0005,AQS
10/5/05,95,,,26-163-0016,AQS
10/6/05,65,,,26-163-0016,AQS
10/7/05,20,,Allen Park,26-163-0001,AQS
10/8/05,11,,Allen Park,26-163-0001,AQS
10/9/05,20,,Allen Park,26-163-0001,AQS
10/10/05,55,,Allen Park,26-163-0001,AQS
10/11/05,35,,,26-163-0016,AQS
10/12/05,29,,Allen Park,26-163-0001,AQS
10/13/05,60,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/14/05,75,,,26-163-0016,AQS
10/15/05,26,,,26-163-0016,AQS
10/16/05,20,,Allen Park,26-163-0001,AQS
10/17/05,30,,,26-163-0016,AQS
10/18/05,38,,Allen Park,26-163-0001,AQS
10/19/05,43,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/20/05,36,,,26-163-0016,AQS
10/21/05,37,,,26-163-0016,AQS
10/22/05,44,,Allen Park,26-163-0001,AQS
10/23/05,51,,Allen Park,26-163-0001,AQS
10/24/05,24,,Allen Park,26-163-0001,AQS
10/25/05,23,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/26/05,16,,Allen Park,26-163-0001,AQS
10/27/05,27,,Allen Park,26-163-0001,AQS
10/28/05,54,,Allen Park,26-163-0001,AQS
10/29/05,63,,Allen Park,26-163-0001,AQS
10/30/05,70,,,26-163-0016,AQS
10/31/05,92,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/1/05,47,,,26-163-0016,AQS
