Date,PM2.5 AQI Value,Main Pollutant,Site Name,Site ID,Source
11/12/2021,43,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
11/13/2021,35,,ELIZA-NR,26-163-0093,AQS
11/14/2021,52,,Southwestern H.S.,26-163-0015,AQS
11/15/2021,35,,ELIZA-NR,26-163-0093,AQS
11/16/2021,69,,Southwestern H.S.,26-163-0015,AQS
11/17/2021,68,,Southwestern H.S.,26-163-0015,AQS
11/18/2021,40,,Southwestern H.S.,26-163-0015,AQS
11/19/2021,53,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
11/20/2021,62,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
11/21/2021,81,,Southwestern H.S.,26-163-0015,AQS
11/22/2021,27,,ELIZA-NR,26-163-0093,AQS
11/23/2021,52,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
11/24/2021,40,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/25/2021,43,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/26/2021,13,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/27/2021,38,,Allen Park,26-163-0001,AQS
11/28/2021,51,,Allen Park,26-163-0001,AQS
11/29/2021,34,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/30/2021,51,,Allen Park,26-163-0001,AQS
12/01/2021,57,,Allen Park,26-163-0001,AQS
12/02/2021,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/03/2021,40,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/04/2021,53,,Southwestern H.S.,26-163-0015,AQS
12/05/2021,36,,Southwestern H.S.,26-163-0015,AQS
12/06/2021,53,,Southwestern H.S.,26-163-0015,AQS
12/07/2021,35,,Southwestern H.S.,26-163-0015,AQS
12/08/2021,67,,Southwestern H.S.,26-163-0015,AQS
12/09/2021,84,,Southwestern H.S.,26-163-0015,AQS
12/10/2021,89,,Southwestern H.S.,26-163-0015,AQS
12/11/2021,36,,Southwestern H.S.,26-163-0015,AQS
12/12/2021,38,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/13/2021,46,,Southwestern H.S.,26-163-0015,AQS
12/14/2021,77,,Southwestern H.S.,26-163-0015,AQS
12/15/2021,62,,Southwestern H.S.,26-163-0015,AQS
12/16/2021,64,,Southwestern H.S.,26-163-0015,AQS
12/17/2021,42,,Southwestern H.S.,26-163-0015,AQS
12/18/2021,58,,Southwestern H.S.,26-163-0015,AQS
