Date,Carbon Monoxide AQI Value,Main Pollutant,Site Name,Site ID,Source
7/27/21,10,,ELIZA-NR,26-163-0093,AQS
7/28/21,11,,ELIZA-NR,26-163-0093,AQS
7/29/21,10,,ELIZA-NR,26-163-0093,AQS
7/30/21,7,,ELIZA-NR,26-163-0093,AQS
7/31/21,8,,ELIZA-NR,26-163-0093,AQS
8/1/21,7,,Allen Park,26-163-0001,AQS
8/2/21,7,,ELIZA-NR,26-163-0093,AQS
8/3/21,13,,ELIZA-NR,26-163-0093,AQS
8/4/21,13,,ELIZA-NR,26-163-0093,AQS
8/5/21,13,,ELIZA-NR,26-163-0093,AQS
8/6/21,10,,ELIZA-NR,26-163-0093,AQS
8/7/21,11,,ELIZA-NR,26-163-0093,AQS
8/8/21,15,,ELIZA-NR,26-163-0093,AQS
8/9/21,11,,ELIZA-NR,26-163-0093,AQS
8/10/21,11,,ELIZA-NR,26-163-0093,AQS
8/11/21,10,,ELIZA-NR,26-163-0093,AQS
8/12/21,11,,ELIZA-NR,26-163-0093,AQS
8/13/21,11,,ELIZA-NR,26-163-0093,AQS
8/14/21,9,,Allen Park,26-163-0001,AQS
8/15/21,13,,ELIZA-NR,26-163-0093,AQS
8/16/21,10,,ELIZA-NR,26-163-0093,AQS
8/17/21,13,,ELIZA-NR,26-163-0093,AQS
8/18/21,11,,ELIZA-NR,26-163-0093,AQS
8/19/21,14,,ELIZA-NR,26-163-0093,AQS
8/20/21,14,,ELIZA-NR,26-163-0093,AQS
8/21/21,14,,ELIZA-NR,26-163-0093,AQS
8/22/21,14,,ELIZA-NR,26-163-0093,AQS
8/23/21,10,,ELIZA-NR,26-163-0093,AQS
8/24/21,14,,ELIZA-NR,26-163-0093,AQS
8/25/21,13,,ELIZA-NR,26-163-0093,AQS
8/26/21,11,,ELIZA-NR,26-163-0093,AQS
8/27/21,13,,ELIZA-NR,26-163-0093,AQS
8/28/21,14,,ELIZA-NR,26-163-0093,AQS
8/29/21,11,,ELIZA-NR,26-163-0093,AQS
8/30/21,10,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
8/31/21,11,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/1/21,8,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/2/21,8,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/3/21,13,,ELIZA-NR,26-163-0093,AQS
9/4/21,11,,ELIZA-NR,26-163-0093,AQS
9/5/21,10,,ELIZA-NR,26-163-0093,AQS
9/6/21,11,,ELIZA-NR,26-163-0093,AQS
9/7/21,15,,ELIZA-NR,26-163-0093,AQS
9/8/21,10,,ELIZA-NR,26-163-0093,AQS
9/9/21,10,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/10/21,11,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/11/21,9,,ELIZA-NR,26-163-0093,AQS
9/12/21,11,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/13/21,11,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/14/21,10,,ELIZA-NR,26-163-0093,AQS
9/15/21,11,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/16/21,13,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/17/21,13,,ELIZA-NR,26-163-0093,AQS
9/18/21,13,,ELIZA-NR,26-163-0093,AQS
9/19/21,9,,ELIZA-NR,26-163-0093,AQS
9/20/21,11,,ELIZA-NR,26-163-0093,AQS
9/21/21,10,,ELIZA-NR,26-163-0093,AQS
9/22/21,7,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/23/21,9,,ELIZA-NR,26-163-0093,AQS
9/24/21,11,,ELIZA-NR,26-163-0093,AQS
9/25/21,11,,ELIZA-NR,26-163-0093,AQS
9/26/21,11,,ELIZA-NR,26-163-0093,AQS
9/27/21,10,,ELIZA-NR,26-163-0093,AQS
9/28/21,8,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/29/21,10,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/30/21,15,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
10/1/21,18,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
10/2/21,14,,ELIZA-NR,26-163-0093,AQS
10/3/21,11,,ELIZA-NR,26-163-0093,AQS
10/4/21,11,,ELIZA-NR,26-163-0093,AQS
10/5/21,10,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
10/6/21,10,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
10/7/21,14,,ELIZA-NR,26-163-0093,AQS
10/8/21,15,,ELIZA-NR,26-163-0093,AQS
10/9/21,14,,ELIZA-NR,26-163-0093,AQS
10/10/21,13,,ELIZA-NR,26-163-0093,AQS
10/11/21,13,,ELIZA-NR,26-163-0093,AQS
10/12/21,11,,ELIZA-NR,26-163-0093,AQS
10/13/21,13,,ELIZA-NR,26-163-0093,AQS
10/14/21,13,,ELIZA-NR,26-163-0093,AQS
10/15/21,9,,ELIZA-NR,26-163-0093,AQS
10/16/21,7,,ELIZA-NR,26-163-0093,AQS
10/17/21,7,,ELIZA-NR,26-163-0093,AQS
10/18/21,15,,ELIZA-NR,26-163-0093,AQS
10/19/21,18,,ELIZA-NR,26-163-0093,AQS
10/20/21,14,,ELIZA-NR,26-163-0093,AQS
10/21/21,14,,ELIZA-NR,26-163-0093,AQS
10/22/21,8,,ELIZA-NR,26-163-0093,AQS
10/23/21,11,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
10/24/21,20,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
10/25/21,6,,ELIZA-NR,26-163-0093,AQS
10/26/21,6,,Allen Park,26-163-0001,AQS
10/27/21,9,,ELIZA-NR,26-163-0093,AQS
10/28/21,8,,ELIZA-NR,26-163-0093,AQS
10/29/21,8,,ELIZA-NR,26-163-0093,AQS
10/30/21,7,,ELIZA-NR,26-163-0093,AQS
10/31/21,7,,ELIZA-NR,26-163-0093,AQS
11/1/21,11,,ELIZA-NR,26-163-0093,AQS
11/2/21,10,,ELIZA-NR,26-163-0093,AQS
11/3/21,11,,ELIZA-NR,26-163-0093,AQS
11/4/21,13,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
11/5/21,19,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
11/6/21,19,,ELIZA-NR,26-163-0093,AQS
11/7/21,16,,ELIZA-NR,26-163-0093,AQS
11/8/21,17,,ELIZA-NR,26-163-0093,AQS
11/9/21,15,,ELIZA-NR,26-163-0093,AQS
11/10/21,13,,ELIZA-NR,26-163-0093,AQS
11/11/21,10,,ELIZA-NR,26-163-0093,AQS
11/12/21,9,,ELIZA-NR,26-163-0093,AQS
11/13/21,9,,ELIZA-NR,26-163-0093,AQS
11/14/21,10,,ELIZA-NR,26-163-0093,AQS
11/15/21,9,,ELIZA-NR,26-163-0093,AQS
11/16/21,13,,ELIZA-NR,26-163-0093,AQS
11/17/21,11,,ELIZA-NR,26-163-0093,AQS
11/18/21,9,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
11/19/21,13,,ELIZA-NR,26-163-0093,AQS
11/20/21,14,,ELIZA-NR,26-163-0093,AQS
11/21/21,16,,ELIZA-NR,26-163-0093,AQS
11/22/21,8,,ELIZA-NR,26-163-0093,AQS
11/23/21,11,,ELIZA-NR,26-163-0093,AQS
11/24/21,10,,ELIZA-NR,26-163-0093,AQS
11/25/21,8,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
11/26/21,7,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
11/27/21,7,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
11/28/21,8,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
11/29/21,9,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
11/30/21,10,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/1/21,9,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/2/21,5,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/3/21,6,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/4/21,6,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/5/21,6,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/6/21,6,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/7/21,6,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/8/21,6,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/9/21,5,,Allen Park,26-163-0001,AQS
12/10/21,8,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
12/11/21,6,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/12/21,5,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
12/13/21,6,,Allen Park,26-163-0001,AQS
12/14/21,14,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
12/15/21,6,,Allen Park,26-163-0001,AQS
12/16/21,6,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
12/17/21,6,,Allen Park,26-163-0001,AQS
12/18/21,6,,Allen Park,26-163-0001,AQS
12/19/21,7,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/20/21,8,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/21/21,13,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/22/21,7,,ELIZA-NR,26-163-0093,AQS
12/23/21,10,,ELIZA-NR,26-163-0093,AQS
12/24/21,15,,ELIZA-NR,26-163-0093,AQS
12/25/21,10,,ELIZA-NR,26-163-0093,AQS
12/26/21,10,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/27/21,13,,ELIZA-NR,26-163-0093,AQS
12/28/21,10,,ELIZA-NR,26-163-0093,AQS
12/29/21,11,,ELIZA-NR,26-163-0093,AQS
12/30/21,10,,ELIZA-NR,26-163-0093,AQS
12/31/21,11,,ELIZA-NR,26-163-0093,AQS
